Program,UW Course Code,UW Course,Foreign Course,Host University,Year Taken,
Software Engineering,GENE 21S,GENE 21S - technical elective,CS341 - Introduction to Natural Language Processing,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,GENE 22A,GENE 22A - complimentary studies elective (list A),ES8001 - Natural Hazards and Society,Nanyang Technological University ,2019,
Software Engineering,GENE 22A,GENE 22A - complimentary studies elective (list A),HPSC2023A - Sociology of Science and Technology A,University College London ,2019,
Software Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),SUSA11 - Swedish Language,Lunds Universitet,2019,
Software Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),HUMN333 - Western Cultural History,Pohang University of Science and Technology ,2019,
Software Engineering,GENE 22D,GENE 22D - complementary studies elective (list D),EE584 - Spacecraft Design and System Engineering,Ecole Polytechnique Fédérale de Lausanne ,2022,
Software Engineering,JAPAN 201R,JAPAN 201R - Second-Year Japanese 1,Elementary Japanese II (Conversation),Kyoto University,2018,
Software Engineering,JAPAN 202R,JAPAN 202R - Second-Year Japanese 2,Elementary Japanese II (Listening),Kyoto University,2018,
Software Engineering,MATH 213,MATH 213 - Signals  Systems and Differential Equations,15537 - Differential Equations,Universidad Carlos III de Madrid ,2019,
Software Engineering,SE 350,SE 350 - Operating Systems,13888 - Computer Architecture,Universidad Carlos III de Madrid ,2019,
Software Engineering,SE 350,SE 350 - Operating Systems,Embedded Operating System,Zhejiang University,2015,
Software Engineering,SE 380,SE 380 - Introduction to Feedback Control,EE3011 - Modelling and Control,Nanyang Technological University ,2019,
Software Engineering,SE 380,SE 380 - Introduction to Feedback Control,EE3011 - Modelling and Control,Nanyang Technological University ,2019,
Software Engineering,SE 380,SE 380 - Introduction to Feedback Control,ME321 - Control Systems + TP,Ecole Polytechnique Fédérale de Lausanne ,2022,
Software Engineering,SE 380,SE 380 - Introduction to Feedback Control,ME321 - Control systems + TP,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,SE 380,SE 380 - Introduction to Feedback Control,ME321 - Control systems + TP,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,SE 380,SE 380 - Introduction to Feedback Control,ME321 - Control systems + TP,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,SE 380,SE 380 - Introduction to Feedback Control,ME321 - Control systems + TP,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,SE 464,SE 464 - Software Design and Architecture,CZ3003 - Software Systems Analysis and Design,Nanyang Technological University ,2019,
Software Engineering,SE 464,SE 464 - Software Design and Architecture,CZ3003 - Software Systems Analysis and Design,Nanyang Technological University ,2019,
Software Engineering,SE 464,SE 464 - Software Design and Architectures,COMPM014A - Requirements Engineering and Software Architecture A (Masters Level),University College London ,2019,
Software Engineering,SE 464,SE 464 - Software Design and Architectures,CS305 - Software Engineering,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,SE 464,SE 464 - Software Design and Architectures,CS305 - Software Engineering,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,SE 464,SE 464 - Software Design and Architectures,CS305 - Software Engineering,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,SE 464,SE 464 - Software Design and Architectures,CS305 - Software Engineering,Ecole Polytechnique Fédérale de Lausanne ,2019,
Software Engineering,SE 464,SE 464 - Software Design and Architectures,Software Architecture,Zhejiang University,2015,
Software Engineering,SE 465,SE 465 - Software Testing,ETSN20 - Software Testing,Lunds Universitet,2019,
Software Engineering ,BIOL 110,BIOL 110 - Introductory Zoology,LSM1301 - General Biology,National University of Singapore ,2022,
Software Engineering ,BIOL 110,BIOL 110 - Introduction to Zoology,LSM1301 - General Biology,National University of Singapore ,2022,
Software Engineering ,BIOL 110,BIOL 110 - Introductory Zoology,LSM1301 - General Biology,National University of Singapore ,2020,
Software Engineering ,BIOL 110,BIOL 110 - Introductory Zoology,LSM1301 - General Biology,National University of Singapore ,2020,
Software Engineering ,BIOL 225,BIOL 225 - Plants and Civilization,GEH1019 - Food and Health,National University of Singapore ,2020,
Software Engineering ,CS 341,CS 341 - Algorithms,CS3230 - Design and Analysis of Algorithms,National University of Singapore ,2022,
Software Engineering ,CS 343,CS 343 - Concurrent and Parallel Programming,CS3210 - Parallel Computing,National University of Singapore ,2022,
Software Engineering ,CS 343,CS 343 - Concurrent and Parallel Programming,CS3210 - Parallel Computing,National University of Singapore ,2019,
Software Engineering ,CS 444,CS 444 - Compiler Construction,CS4212 - Compiler Design,National University of Singapore ,2022,
Software Engineering ,CS 480,CS 480 - Introduction to Machine Learning,IT3011 - Introduction to Machine Learning and Applications,National University of Singapore ,2020,
Software Engineering ,CS 488,CS 488 - Introduction to Computer Graphics,CS3241 - Computer Graphics,National University of Singapore ,2022,
Software Engineering ,ECE 358,ECE 358 - Computer Networks,EE4204 - Computer Networks,National University of Singapore ,2020,
Software Engineering ,ECE 358,ECE 358 - Computer Networks,EE4204 - Computer Networks,National University of Singapore ,2019,
Software Engineering ,ECE 358,ECE 358 - Computer Networks,EE4204 - Computer Networks,National University of Singapore ,2019,
Software Engineering ,GENE 22A,GENE 22A - complementary studies elective (list A),GESS1029 - Everyday Ethics in Singapore,National University of Singapore ,2022,
Software Engineering ,GENE 22A,GENE 22A - complementary studies elective (list A),MUA3274 - Sonic Environments,National University of Singapore ,2020,
Software Engineering ,GENE 22A,GENE 22A - complementary studies elective (list A),IS1103 - IS Innovations in Organizations and Society,National University of Singapore ,2020,
Software Engineering ,GENE 22A,GENE 22A - complementary studies elective (list A),IS1103-IS - Innovations in Organisations and Society,National University of Singapore ,2019,
Software Engineering ,GENE 22A,GENE 22A - complementary studies elective (list A),IS1103-IS - Innovations in Organisations and Society,National University of Singapore ,2019,
Software Engineering ,GENE 22C,GENE 22C - compimentary studies elective (list C),MS1102E - Understanding the Contemporary Malay World,National University of Singapore ,2022,
Software Engineering ,GENE 22C,GENE 22C - complementary studies elective (list C),GET1036 - The Logic of Language,National University of Singapore ,2020,
Software Engineering ,GENE 22C,GENE 22C - complementary studies elective (list C),GET1001 - Seeing The World Through Maps,National University of Singapore ,2020,
Software Engineering ,GENE 22C,GENE 22C - complementary studies elective (list C),GET1036 - The Logic of Language,National University of Singapore ,2020,
Software Engineering ,GENE 22C,GENE 22C - complementary studies elective (list C),GET1001 - Seeing the World Through Maps,National University of Singapore ,2020,
Software Engineering ,GENE 22D,GENE 22D - complementary studies elective (list D),LAH2201 - Hindi 2,National University of Singapore ,2022,
Software Engineering ,GENE 23S,GENE 23S - natural science elective,CM1121 - Organic Chemistry 1,National University of Singapore ,2020,
Software Engineering ,SE 380,SE 380 - Introduction to Feedback Control,EE3331C - Feedback Control Systems,National University of Singapore ,2022,
Software Engineering ,SE 380,SE 380 - Introduction to Feedback Control,EE3331C - Feedback Control Systems,National University of Singapore ,2022,
Software Engineering ,SE 380,SE 380 - Introduction to Feedback Control,ME2142 - Feedback Control Systems,National University of Singapore ,2022,
Software Engineering ,SE 380,SE 380 - Introduction to Feedback Control,EE3331C - Feedback Control Systems,National University of Singapore ,2020,
Software Engineering ,SE 380,SE 380 - Introduction to Feedback Control,EE3331C - Feedback Control Systems,National University of Singapore ,2020,
Software Engineering ,SE 380,SE 380 - Introduction to Feedback Control,EE3331C - Feedback Control Systems,National University of Singapore ,2020,
Software Engineering ,SE 380,SE 380 - Introduction to Feedback Control,EE3331C - Feedback Control Systems,National University of Singapore ,2020,
Software Engineering ,SE 380,SE 380 - Introduction to Feedback Control,EE3331C - Feedback Control Systems,National University of Singapore ,2019,
Software Engineering ,SE 380,SE 380 - Introduction to Feedback Control,EE3331C - Feedback Control Systems,National University of Singapore ,2019,
Software Engineering ,SE 464,SE 464 - Software Design and Architecture,CS3219 - Software Engineering Principles and Patterns,National University of Singapore ,2022,
Software Engineering ,SE 464,SE 464 - Software Design and Architectures,CS3219 - Software Engineering Principles and Patterns,National University of Singapore ,2019,
Software Engineering ,SE 464,SE 464 - Software Design and Architectures,CS3219 - Software Engineering Principles and Patterns,National University of Singapore ,2019,
Software Engineering ,SE 465,SE 465 - Software Testing and Quality Assurance,CS4218 - Software Testing,National University of Singapore ,2020,
Software Engineering ,SE 465,SE 465 - Software Testing and Quality Assurance,CS4218 - Software Testing,National University of Singapore ,2020,
Software Engineering ,SE 465,SE 465 - Software Testing and Quality Assurance,CS4218 - Software Testing,National University of Singapore ,2020,
Software Engineering ,SE 465,SE 465 - Software Testing and Quality Assurance,CS4218 - Software Testing,National University of Singapore ,2020,
Systems Design Engineering,ACTSC 371,ACTSC 371 - Introduction to Investments,40.324 - Fundamentals of Investing,Singapore University of Technology and Design ,2023,
Systems Design Engineering,BET 100,BET 100 - Foundations of Entrepreneurial Practice,IO2031 - Strategic Product Innovation,Delft University of Technology ,2018,
Systems Design Engineering,BET 340,BET 340 - Essentials of Entrepreneurial Planning and Execution,30.111 - Entrepreneurship,Singapore University of Technology and Design ,2023,
Systems Design Engineering,BME 551,BME 551 - Biomechanics of Human Movement,BMEN05 - Biomechanics,Lunds Universitet,2022,
Systems Design Engineering,BME 551,BME 551 - Biomechnaics of Human Movement,BMEN05 - Biomechanics,Lunds Universitet,2022,
Systems Design Engineering,BME 588,BME 588 - Special Topics in Biomechanics: Mechanics of Biomaterials and Tissues,BMEN10 - Tissue Biomechanics,Lunds Universitet,2022,
Systems Design Engineering,BME 588,BME 588 - Special Topics for Biomechanics,BMEN10 - Tissue Biomechanics,Lunds Universitet,2022,
Systems Design Engineering,CIVE 230,CIVE 230 - Engineering and Sustainable Development,CEGE0020 - Systems Society and Sustainability,University College London ,2022,
Systems Design Engineering,CIVE 440,CIVE 440 - Transit Planning and Operations,CIE4811-18 - Planning and Operationos of Public Transportation,Delft University of Technology ,2022,
Systems Design Engineering,CIVE 440,CIVE 440 - Transit Planning and Operations,CIE4811-18 - Planning and Operations of Public Transportation,Delft University of Technology ,2022,
Systems Design Engineering,COMM 431,COMM 431 - Project Management,ENG 382 - Construction Project Management,Ecole Polytechnique Fédérale de Lausanne ,2017,
Systems Design Engineering,CS 445,CS 445 - Software Requirements Specification and Analysis,COMP 2911 - Requirements Engineering,University of Leeds ,2017,
Systems Design Engineering,ECE 260,ECE 260 - Electromechanical Energy Conversion,EE360 - Energy Conversion,Ecole Polytechnique Fédérale de Lausanne ,2022,
Systems Design Engineering,ECE 313,ECE 313 - Digital Signal Processing,EE350 - Signal Processing,Ecole Polytechnique Fédérale de Lausanne ,2022,
Systems Design Engineering,ECE 356,ECE 356 - Database Systems,CZ2007 - Introduction to Databases,Nanyang Technological University ,2020,
Systems Design Engineering,ECE 356,ECE 356 - Database Systems,CZ2007 - Introduction to Databases,Nanyang Technological University ,2018,
Systems Design Engineering,ECE 356,ECE 356 - Database Systems,CZ2007 - Introduction to Databases,Nanyang Technological University ,2018,
Systems Design Engineering,ECE 356,ECE 356 - Database Systems,CZ2007 - Introduction to Databases,Nanyang Technological University ,2018,
Systems Design Engineering,ECON 101,ECON 101 - Introduction to Microeconomics,Mikrookonomie,Technische Universität Braunschweig ,2016,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,COM3004 - Data Driven Computing,University of Sheffield ,2017,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,COM33505 - The Internet of Things,University of Sheffield ,2017,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,CZ3005 - Artificial Intelligence,Nanyang Technological University ,2020,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,CZ3005 - Artificial Intelligence,Nanyang Technological University ,2020,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,CZ3005 - Artificial Intelligence,Nanyang Technological University ,2018,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,CZ3005 - Artificial Intelligence,Nanyang Technological University ,2018,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,CZ3005 - Artificial Intelligence,Nanyang Technological University ,2018,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,EE4208 - Intelligent System Design,Nanyang Technological University ,2018,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective (list D),MMKF45 - Rapid Prototyping,Lunds Universitet,2022,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,FMIN05 - Environmental Systems Studies: Climate  Science and Politics,Lunds Universitet,2020,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,MMKF05 - Product Development and Design Methodology,Lunds Universitet,2020,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,MMKF25 - Surface Modelling  Rendering and 3D,Lunds Universitet,2020,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,MMKF25 - Surface Modelling  Rendering and 3D,Lunds Universitet,2020,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,MMKF05 - Product Development and Design Methodology,Lunds Universitet,2020,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,MMMFK05 - Product Development and Design Methodology,Lunds Universitet,2018,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,EDAF70 - Applied Artificial Intelligence,Lunds Universitet,2018,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,Digitale Signalverarbeitung,Technische Universität Braunschweig ,2016,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,INF-ROB-15 Robotik II,Technische Universität Braunschweig ,2013,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,MB-ILR-44 Raumfahrttechnische Grundlagen,Technische Universität Braunschweig ,2013,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,EN-NT-30 Grundlagen de digitalen Signalverarbeit,Technische Universität Braunschweig ,2013,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,MECH0009 - Manufacturing and Design,University College London ,2022,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,102060-18 - Interaction and Electronics,Delft University of Technology ,2020,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,IO1040-17 - Form and Experience,Delft University of Technology ,2018,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,IO2010017 P03 - Design Driven Innovation,Delft University of Technology ,2018,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,ID5295 - Food and Eating Design,Delft University of Technology ,2018,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,ENG 467 - Experimental Design and Data Analysis,Ecole Polytechnique Fédérale de Lausanne ,2017,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,CS 486 - Human Computer Interaction,Ecole Polytechnique Fédérale de Lausanne ,2017,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,CIVIL 413 - Urban Hydraulic Systems,Ecole Polytechnique Fédérale de Lausanne ,2017,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,COMP 2611 - Artificial Intelligence,University of Leeds ,2017,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,PDES 2300 - Managers as Designers,University of Leeds ,2017,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,CAB230.2 - Web Computing,Queensland University of Technology ,2020,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,IFB105.1 - Database Management,Queensland University of Technology ,2020,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective (list D),COMM.100 - Basic Course on Communication Engineering,Tampere University of Technology ,2023,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,TLO11047 - Supply Chain Management,Tampere University of Technology ,2020,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,TIE21107 - Software Engineering Methodologies,Tampere University of Technology ,2020,
Systems Design Engineering,GENE 21D,GENE 21D - technical elective,SCN43006 - Knowledge Mining and Big Data,Tampere University of Technology ,2020,
Systems Design Engineering,GENE 22A,GENE 22A - complimentary studies elective  list A,DG9002 - Eco-Architecture in Urban Living,Nanyang Technological University ,2018,
Systems Design Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),HSS150 - Introduction to Latin American History,University of Sheffield ,2017,
Systems Design Engineering,GENE 22C,GENE 22C - complementary studies elective (list C),SASH56 - Modern Design in Scandinavia,Lunds Universitet,2022,
Systems Design Engineering,GENE 22C,GENE 22C - complementary studies elective (list C),PLIN0006 - Introduction to Language,University College London ,2022,
Systems Design Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),BEOB16F11 - Philosophy I,Czech Technical University ,2019,
Systems Design Engineering,GENE 22C,GENE 22C - complimentary studies elective,AUST 1000 - Contemporary Australia,University of Queensland ,2014,
Systems Design Engineering,GENE 22C,GENE 22C - complementary studies elective (list C),02.231TS - Transportation Technology and Policy in Urban Progress,Singapore University of Technology and Design ,2023,
Systems Design Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),02.23175 - Transportation Technology and Policy in Urban Progress,Singapore University of Technology and Design ,2020,
Systems Design Engineering,GENE 22C,GENE 22C - complementary studies elective (list C),MAB.LITO.007 - Introduction to Corporate Social Responsibility,Tampere University of Technology ,2023,
Systems Design Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),LG9001 - German Language Level 1,Nanyang Technological University ,2020,
Systems Design Engineering,GENE 22D,GENE 22D - complimentary studies elective  list D,LC9001 - Chinese Language Level 1,Nanyang Technological University ,2018,
Systems Design Engineering,GENE 22D,GENE 22D - complementary studies elective (list D),EXTA24 - Swedish for Exchange Students: Level 1,Lunds Universitet,2022,
Systems Design Engineering,GENE 22D,GENE 22D - complementary studies elective (list D),SASH03 - Swedish Film,Lunds Universitet,2022,
Systems Design Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),EXTA24 - Swedish for Exchange Students,Lunds Universitet,2020,
Systems Design Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),EXTA24 - Swedish for Exchange Students,Lunds Universitet,2020,
Systems Design Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),SASH35 - Globalization in the Pre-Modern World,Lunds Universitet,2020,
Systems Design Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),EXTA24 - Swedish for Exchange Students,Lunds Universitet,2020,
Systems Design Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),SUSA11 - Swedish Introduction Course AND 				EXTA24 - Swedish for Exchange Students,Lunds Universitet,2018,
Systems Design Engineering,GENE 22D,GENE 22D - complimentary studies elective,MKTG 1501 - Foundations of Marketing,University of Queensland ,2014,
Systems Design Engineering,GENE 22D,GENE 22D - complimentary studies elective,10101671 - Design Drawing,Delft University of Technology ,2020,
Systems Design Engineering,GENE 22D,GENE 22D - complimentary studies elective,103045 - Video for Designers,Delft University of Technology ,2020,
Systems Design Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),ID5135 - Consumer Behaviour,Delft University of Technology ,2018,
Systems Design Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),DTB210.1 - Colour and Light,Queensland University of Technology ,2020,
Systems Design Engineering,GENE 22D,GENE 22D - complementary studies elective (list D),KAT.KAU.005 - Brand Experience in Retailing,Tampere University of Technology ,2023,
Systems Design Engineering,GENE 22D,GENE 22D - complementary studies elective (list D),HTI.230 - Human-centered Product Development,Tampere University of Technology ,2023,
Systems Design Engineering,GENE 22D,GENE 22D - complimentary studies elective,KIE10016 - Starting Finnish,Tampere University of Technology ,2020,
Systems Design Engineering,GENE 22D,GENE 22D - complimentary studies elective,TIE40207 - Cross Cultural Design,Tampere University of Technology ,2020,
Systems Design Engineering,GER 2X,GER 2XX - German language course,Internationaler Sommerkurs: mittelstufe B1,Technische Universität Braunschweig ,2013,
Systems Design Engineering,GER 3X,GER 3XX - German language course,de-b2.1-01-02 AND de-b2.1-22-03 AND de-b2.2.1,Technische Universität Braunschweig ,2013,
Systems Design Engineering,ME 353,ME 353 - Heat Transfer 1,ME341 - Heat and Mass Transfer,Ecole Polytechnique Fédérale de Lausanne ,2017,
Systems Design Engineering,ME 459,ME 459 - Energy Conversion,EE4504 - Design of Clean Energy Systems,Nanyang Technological University ,2018,
Systems Design Engineering,MSCI 343,MSCI 343 - Human-Computer Interaction,13882 - User Interfaces,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,MSCI 343,MSCI 343 - Human-Computer Interaction,13882 - User Interfaces,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,MSCI 343,MSCI 343 - Human-Computer Interaction,13882 - User Interfaces,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,MSCI 343,MSCI 343 - Human-Computer Interaction,13882 - User Interfaces,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,MSCI 353,MSCI 353 - Human-Computer Interaction,13882 - User Interfaces,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,MSCI 432,MSCI 432 - Production and Service Operations Management,13172 - Operations Management,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,MSCI 432,MSCI 432 - Production and Service Operations Management,13172 - Operations Management,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,MSCI 432,MSCI 432 - Production and Service Operations Management,13172 - Operations Management,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,MSCI 432,MSCI 432 - Production and Service Operations Management,13172 - Operations Management,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,MSCI 434,MSCI 434 - Supply Chain Management,17629 - Operations and Supply Chain,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,MSCI 444,MSCI 444 - Information Systems Analysis and Design,40.014 - Engineering Systems Architecture,Singapore University of Technology and Design ,2020,
Systems Design Engineering,MSCI 446,MSCI 446 - Introduction to Machine Learning,17661 - Machine Learning for Business Decision Making,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,MSCI 446,MSCI 446 - Introduction to Machine Learning,17661 - Machine Learning for Business Decision Making,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,MSCI 446,MSCI 446 - Introduction to Machine Learning,17661 - Machine Learning for Business Decision Making,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,MUSIC 140,MUSIC 140 - Popular Music and Culture,MUSS 1811 - Popular Music and the Press,University of Leeds ,2017,
Systems Design Engineering,MUSIC 1X,MUSIC 1XX - complimentary studies elective,MUSS 1813 - The Best of Broadway,University of Leeds ,2017,
Systems Design Engineering,SCI 238,SCI 238 - Introductory Astronomy,PHY111 - Our Evolving Universe,University of Sheffield ,2017,
Systems Design Engineering,SYDE 311,SYDE 311 - Advanced Engineering Math 2,MAT-STD2-05 Ingenieurmathematik IV,Technische Universität Braunschweig ,2013,
Systems Design Engineering,SYDE 312,SYDE 312 - Applied Linear Algegra,MH1201 - Linear Algebra II,Nanyang Technological University ,2018,
Systems Design Engineering,SYDE 312,SYDE 312 - Applied Linear Algebra,Ingenieurmathematik a fur Maschinenbauer,Technische Universität Braunschweig ,2016,
Systems Design Engineering,SYDE 312,SYDE 312 - Applied Linear Algebra,MAT-STD2-41 Ingenieurmathematik II,Technische Universität Braunschweig ,2013,
Systems Design Engineering,SYDE 312,SYDE 312 - Applied Linear Algebra,EE2M21 - Linear Algebra and Differential Equations,Delft University of Technology ,2022,
Systems Design Engineering,SYDE 312,SYDE 312 - Applied Linear Algebra,EE2M21 - Linear Algebra and Differential Equations,Delft University of Technology ,2022,
Systems Design Engineering,SYDE 312,SYDE 312 - Applied Linear Algebra,MXB201.1 - Advanced Linear Algebra,Queensland University of Technology ,2020,
Systems Design Engineering,SYDE 322,SYDE 322 - Software Design,EE4001 - Software Engineering,Nanyang Technological University ,2020,
Systems Design Engineering,SYDE 322,SYDE 322 - Software Design,EE4001 - Software Engineering,Nanyang Technological University ,2020,
Systems Design Engineering,SYDE 322,SYDE 322 - Software Design,EE4001 - Software Engineering,Nanyang Technological University ,2018,
Systems Design Engineering,SYDE 322,SYDE 322 - Software Design,EE4001 - Software Engineering,Nanyang Technological University ,2018,
Systems Design Engineering,SYDE 322,SYDE 322 - Software Design,EE4001 - Software Engineering,Nanyang Technological University ,2018,
Systems Design Engineering,SYDE 334,SYDE 334 - Applied Statistics,FMSN30 - Linear and Logistic Regression,Lunds Universitet,2020,
Systems Design Engineering,SYDE 334,SYDE 334 - Applied Statistics,FMSN30 - Linear and Logistic Regression,Lunds Universitet,2020,
Systems Design Engineering,SYDE 348,SYDE 348 - User Centred Design Methods,DECE 2500 - Human-Computer Interaction,University of Queensland ,2014,
Systems Design Engineering,SYDE 351,SYDE 351 - Systems Models,MB-DuS-20 Modellierung mechatronischer Systeme,Technische Universität Braunschweig ,2013,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,ACS317 - State-Space Control Design,University of Sheffield ,2017,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,EE3011 - Modelling and Control,Nanyang Technological University ,2020,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,EE3011 - Modelling and Control,Nanyang Technological University ,2020,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,EE3011 - Modelling and Control,Nanyang Technological University ,2018,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,EE3011 - Modelling and Control,Nanyang Technological University ,2018,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,EE3011 - Modelling and Control,Nanyang Technological University ,2018,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,EE3011 - Modelling and Control,Nanyang Technological University ,2018,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,FRTF05 - Automatic Controls  Basic Course,Lunds Universitet,2022,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,FRTF05 - Automatic Control  Basic Course,Lunds Universitet,2022,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,FRTF05 - Automatic Control  Basic Course,Lunds Universitet,2022,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,FRTF05 - Automatic Controls,Lunds Universitet,2020,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,FRTF10 - Systems Engineering,Lunds Universitet,2020,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,FRTF10 - Systems Engineering,Lunds Universitet,2020,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,FRTF10 - Systems Engineering,Lunds Universitet,2020,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,FRTF05 - Automatic Controls,Lunds Universitet,2018,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,Grundlagen der Regelungsstechnik,Technische Universität Braunschweig ,2016,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,MB-STD-38 Einfuhrung in die Regekungstechnik,Technische Universität Braunschweig ,2013,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,MECH0023 - Dynamics and Control,University College London ,2022,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,E371047 - Automatic Control,Czech Technical University ,2019,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems 				SYDE 352L - Control Systems Laboratory,14026 - Control Engineering I,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems 				SYDE 352L - Control Systems Laboratory,14026 - Control Engineering I,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems 				SYDE 352L - Control Systems Laboratory,14026 - Control Engineering I,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems 				SYDE 352L - Control Systems Laboratory,14026 - Control Engineering I,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,METR 4201 - Introduction to Control System,University of Queensland ,2014,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,WI2056LR - Systems Theory,Delft University of Technology ,2022,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,WI2056LR - Systems Theory,Delft University of Technology ,2022,
